URL,SIZE,#OUTLINKS,CONTENT-TYPE
https://www.nytimes.com/video/movies/100000004937494/anatomy-of-a-scene-a-cure-for-wellness.html,182927,70,text/html
https://www.nytimes.com/2017/02/10/arts/dance/anthony-huxley-new-york-city-ballet.html,77222,101,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/east-village/homes-for-sale,369618,171,text/html
https://www.nytimes.com/2017/02/16/movies/how-heavy-this-hammer-review.html,67680,93,text/html
https://www.nytimes.com/video/magazine/100000004084392/take-flight-jason-mitchell.html,135986,76,text/html
https://www.nytimes.com/2017/02/15/magazine/the-compost-king-of-new-york.html,96535,100,text/html
https://www.nytimes.com/2017/02/10/arts/dance/ballet-de-lorraine-unknown-pleasures-joyce-theater-review.html,70513,93,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/harlem/homes-for-sale,370656,168,text/html
https://www.nytimes.com/2017/02/16/movies/youre-killing-me-susana-review-gael-garca-bernal.html,69399,95,text/html
https://www.nytimes.com/2017/02/09/magazine/table-for-two-no-waiting.html,76933,103,text/html
https://www.nytimes.com/2017/02/10/magazine/an-iraqi-immigrants-unexpected-role.html,76254,103,text/html
https://www.nytimes.com/video/magazine/100000004075924/take-flight-mya-taylor.html?playlistId=100000004082030,135891,76,text/html
https://www.nytimes.com/2016/10/30/realestate/the-east-village-for-dog-and-owner.html?rediscover=desktop&remoduleid=495&remoduletype=article,94474,105,text/html
https://www.nytimes.com/2017/02/03/arts/dance/richard-alston-dance-company-montclair-state-university.html,69452,96,text/html
https://www.nytimes.com/2017/02/15/movies/hugh-jackman-x-men-logan-wolverine.html,84580,109,text/html
https://www.nytimes.com/column/jennifer-weiner,99196,120,text/html
https://www.nytimes.com/video/magazine/100000004110233/karl-ove-knausgaard-witnesses-brain-surgery.html?playlistId=1194811622351,139841,76,text/html
https://www.nytimes.com/2017/02/02/us/politics/melania-trump-first-lady.html,88996,117,text/html
https://www.nytimes.com/video/magazine/100000004073888/take-flight-rooney-mara.html,135750,76,text/html
https://www.nytimes.com/2017/01/12/movies/vince-giordano-theres-a-future-in-the-past-review.html,74602,96,text/html
https://www.nytimes.com/2017/02/07/arts/dance/annie-b-parson-how-to-summon-the-comic-spirit-of-martha-graham.html,78927,102,text/html
https://www.nytimes.com/2017/02/06/health/painkillers-over-the-counter-guide.html,78827,115,text/html
https://www.nytimes.com/2017/02/16/movies/smiling-even-when-the-oscar-race-is-a-losing-marathon.html,89127,124,text/html
https://www.nytimes.com/2016/11/09/opinion/campaign-stops/taking-my-daughters-to-vote.html?rref=collection%2Fcolumn%2FJennifer%20Weiner,78868,116,text/html
https://www.nytimes.com/video/magazine/100000004084473/take-flight-kristen-wiig.html?playlistId=100000004082030,135776,76,text/html
https://www.nytimes.com/2017/02/08/magazine/here-are-our-stories-that-won-the-biggest-awards-in-the-magazine-world.html,74820,97,text/html
https://www.nytimes.com/2016/06/11/opinion/the-snobs-and-me.html?rref=collection%2Fcolumn%2FJennifer%20Weiner,78461,106,text/html
https://www.nytimes.com/2017/02/16/movies/in-dubious-battle-review-james-franco-john-steinback.html,72366,100,text/html
https://www.nytimes.com/2017/02/08/arts/dance/jose-mayas-magical-flamenco-tour.html,62220,93,text/html
https://www.nytimes.com/2017/01/18/technology/is-your-digital-life-ready-for-your-death.html,85186,113,text/html
https://www.nytimes.com/interactive/2017/02/17/magazine/christoph-niemann-north-korea-dmz.html,89791,37,text/html
https://www.nytimes.com/2017/02/10/magazine/the-1-29-17-issue.html,68906,97,text/html
https://www.nytimes.com/2016/08/26/opinion/the-women-who-wont-wear-swimsuits.html?rref=collection%2Fcolumn%2FJennifer%20Weiner,78898,110,text/html
https://www.nytimes.com/2017/02/17/movies/trailers-oscar-best-picture-nominees.html,95678,112,text/html
https://www.nytimes.com/2017/02/08/business/how-to-make-a-will.html,83629,107,text/html
https://www.nytimes.com/2017/02/03/arts/dance/lucinda-childs-honored-for-lifetime-achievement.html,66059,97,text/html
https://www.nytimes.com/2017/02/15/movies/film-comment-selects-lincoln-center.html,71455,101,text/html
https://www.nytimes.com/2017/02/03/your-money/estate-planning/fiduciary-rule-is-now-in-question-whats-next-for-investors.html,81623,111,text/html
https://www.nytimes.com/2017/02/19/your-money/where-the-worlds-wealthiest-invest-their-billions.html?rref=collection%2Fspotlightcollection%2FWealth%20Special%20Section,96143,109,text/html
https://www.nytimes.com/2017/02/16/magazine/why-was-this-3-year-old-so-irritable-and-what-was-wrong-with-her-eye.html,84659,104,text/html
https://www.nytimes.com/2016/02/14/opinion/sunday/the-love-story-primary.html?rref=collection%2Fcolumn%2FJennifer%20Weiner,80341,121,text/html
https://www.nytimes.com/2016/12/31/opinion/sunday/try-a-new-years-revolution.html?rref=collection%2Fcolumn%2FJennifer%20Weiner,79035,111,text/html
https://www.nytimes.com/2017/02/10/magazine/lost-body.html,76098,102,text/html
https://www.nytimes.com/2017/02/08/technology/personaltech/a-low-tech-guide-to-becoming-more-politically-active.html,83509,117,text/html
https://www.nytimes.com/2016/11/12/your-money/trump-changes-tax-codes-may-encourage-dynastic-wealth.html?action=click&contentCollection=undefined&contentPlacement=1&module=stream_unit&pgtype=collection&region=stream&rref=collection%2Fbyline%2Fpaul-sullivan&version=search,84257,110,text/html
https://www.nytimes.com/2017/02/17/movies/oscar-syria-white-helmets-nominated-films.html,74162,106,text/html
https://www.nytimes.com/2017/02/09/arts/dance/dance-in-nyc-this-week.html,67991,105,text/html
http://www.nytimes.com/2012/09/29/your-money/measuring-the-impact-of-impact-investing-wealth-matters.html?action=click&contentCollection=undefined&contentPlacement=1&module=stream_unit&pgtype=collection.&region=stream&rref=collection%2Fbyline%2Fpaul-sullivan&version=search,82124,108,text/html
https://www.nytimes.com/2017/02/02/science/sleep-memory-brain-forgetting.html,93849,120,text/html
https://www.nytimes.com/2017/02/09/magazine/600-miles-in-a-coffin-shaped-bus-campaigning-against-death-itself.html,126032,102,text/html
https://www.nytimes.com/2016/12/17/world/middleeast/israel-a-medical-marijuana-pioneer-is-eager-to-capitalize.html,78556,102,text/html
https://www.nytimes.com/2017/02/15/magazine/the-age-of-rudeness.html,119970,103,text/html
https://www.nytimes.com/2017/02/02/fashion/mens-style/dinner-party-cooking-small-kitchen.html,85555,122,text/html
https://www.nytimes.com/by/winnie-hu,112522,124,text/html
https://www.nytimes.com/2017/02/16/arts/dance/dance-in-nyc-this-week.html,67246,105,text/html
http://www.nytimes.com/2013/11/02/your-money/jon-huntsman-srs-early-calling-to-philanthropy.html?action=click&contentCollection=undefined&contentPlacement=1&module=stream_unit&pgtype=collection&region=stream&rref=collection%2Fbyline%2Fpaul-sullivan&version=search,79321,102,text/html
https://www.nytimes.com/2017/02/16/movies/my-name-is-emily-review.html,72043,96,text/html
https://www.nytimes.com/2014/04/26/your-money/private-citizen-bloombergs-philosophy-on-philanthropy.html?_r=0&action=click&contentCollection=undefined&contentPlacement=1&module=stream_unit&pgtype=collection&region=stream&rref=collection%2Fbyline%2Fpaul-sullivan&version=search,81841,108,text/html
https://www.nytimes.com/2017/01/18/business/smallbusiness/cannabis-pot-entrepreneurs-marijuana-colorado.html,90082,108,text/html
https://www.nytimes.com/2017/02/04/opinion/sunday/how-to-pick-a-preschool-in-less-than-an-hour.html,79499,103,text/html
https://www.nytimes.com/2017/02/10/magazine/how-to-tell-a-ghost-story.html,66013,98,text/html
https://www.nytimes.com/2017/02/06/well/getting-specific-about-dizziness.html,84564,108,text/html
https://www.nytimes.com/2016/11/22/business/where-marijuana-is-the-doctors-orders-will-insurers-pay.html,87886,109,text/html
https://www.nytimes.com/video/movies/100000004929943/this-weeks-movies-feb-17-2017.html,209739,73,text/html
https://www.nytimes.com/2017/02/16/movies/from-nowhere-review.html,74649,99,text/html
https://www.nytimes.com/video/movies-trailers-and-clips,160467,98,text/html
http://www.nytimes.com/ref/classifieds/images/print_edition_ad.gif,0,0,image/gif
https://www.nytimes.com/2017/02/09/watching/blizzard-streaming-netflix.html,164347,68,text/html
https://www.nytimes.com/2017/02/07/fashion/fashion-week-new-york-paris-milan-london-what-you-need-to-know.html,86868,123,text/html
https://www.nytimes.com/2017/02/17/movies/netflix-and-chill-sure-but-there-are-others-too.html,78231,111,text/html
https://www.nytimes.com/reviews/movies/critics-picks,105735,130,text/html
https://www.nytimes.com/interactive/2017/business/nyt_guides_how-to-hire-the-right-person.html,28943,26,text/html
https://www.nytimes.com/2017/02/02/theater/5-must-see-shows-in-new-york-this-month.html,77117,115,text/html
https://www.nytimes.com/2017/02/16/movies/a-cure-for-wellness-review.html,79294,101,text/html
https://www.nytimes.com/2017/02/17/movies/roman-polanski-asks-us-court-to-unseal-testimony.html,66496,97,text/html
https://www.nytimes.com/2017/02/16/movies/the-great-wall-review-matt-damon.html,83110,109,text/html
http://www.nytimes.com/export_html/common/new_login_iframe.html,1578,2,text/html
https://www.nytimes.com/2017/02/13/upshot/its-probably-a-bad-idea-to-sell-stocks-because-you-fear-trump.html,92221,128,text/html
https://www.nytimes.com/2017/02/17/fashion/nicole-kidmans-oscar-nominee-red-carpet-fashion.html,191456,126,text/html
https://www.nytimes.com/2017/02/16/movies/gore-verbinski-narrates-a-scene-from-a-cure-for-wellness.html,66810,94,text/html
https://www.nytimes.com/2017/02/16/movies/everybody-loves-somebody-review.html,70219,96,text/html
http://www.nytimes.com/autos/,295343,441,text/html
https://www.nytimes.com/spotlight/well-guides,88192,107,text/html
https://www.nytimes.com/2017/01/03/well/move/is-your-workout-not-working-maybe-youre-a-non-responder.html,82495,108,text/html
https://www.nytimes.com/2017/02/17/movies/lin-manuel-miranda-meryl-streep.html,77728,112,text/html
https://www.nytimes.com/2016/12/19/upshot/why-trump-had-an-edge-in-the-electoral-college.html,169230,122,text/html
https://www.nytimes.com/2016/12/27/movies/review-20th-century-women.html,82112,102,text/html
https://www.nytimes.com/by/nate-cohn,114445,124,text/html
https://www.nytimes.com/interactive/2017/02/17/insider/live-chat-live-chat-what-to-expect-from-the-oscars.html?rref=collection%2Fnewseventcollection%2FOscars%202017,31133,28,text/html
https://www.nytimes.com/spotlight/times-tips,138189,146,text/html
https://www.nytimes.com/2017/02/10/realestate/light-bulbs-that-help-you-sleep.html,105409,119,text/html
https://www.nytimes.com/2016/10/21/movies/moonlight-review.html,98469,111,text/html
https://www.nytimes.com/2017/02/16/movies/lovesong-review.html,78301,108,text/html
https://www.nytimes.com/2016/12/23/upshot/how-the-obama-coalition-crumbled-leaving-an-opening-for-trump.html,283178,141,text/html
https://www.nytimes.com/2017/02/17/fashion/nicole-kidmans-oscar-nominee-red-carpet-fashion.html?rref=collection%2Fnewseventcollection%2FOscars%202017,191456,127,text/html
https://www.nytimes.com/2016/12/12/upshot/the-power-of-simple-life-changes-to-prevent-heart-disease.html,102341,133,text/html
https://www.nytimes.com/by/cara-buckley,119503,125,text/html
https://www.nytimes.com/reviews/movies,102318,137,text/html
https://www.nytimes.com/2016/11/15/upshot/how-did-trump-win-over-so-many-obama-voters.html,197013,120,text/html
https://www.nytimes.com/2016/11/11/movies/arrival-review-amy-adams-jeremy-renner.html,93288,110,text/html
https://www.nytimes.com/interactive/2017/well/move/well-triathlon-guide-interactive.html,27722,25,text/html
https://www.nytimes.com/2017/02/10/your-money/the-21-questions-youre-going-to-need-to-ask-about-investment-fees.html,85500,120,text/html
https://www.nytimes.com/2017/02/20/insider/political-drama-at-this-years-oscars-yes-very-likely.html?rref=collection%2Fnewseventcollection%2FOscars%202017,81488,107,text/html
https://www.nytimes.com/2017/01/26/upshot/illegal-voting-claims-and-why-they-dont-hold-up.html,88630,120,text/html
https://www.nytimes.com/2017/02/15/movies/la-la-land-love-hate.html?rref=collection%2Fnewseventcollection%2FOscars%202017,86625,113,text/html
https://www.nytimes.com/2017/02/08/travel/budget-travel-frugal-traveler-top-tips-2017.html,83040,113,text/html
https://www.nytimes.com/2017/01/04/movies/moonlight-barry-jenkins-tarell-alvin-mccraney-interview.html?_r=0,109557,117,text/html
https://www.nytimes.com/2017/02/02/movies/review-i-am-not-your-negro-review-james-baldwin.html,91016,113,text/html
http://www.nytimes.com/interactive/opinion/editorialboard.html,105994,50,text/html
https://www.nytimes.com/2016/09/23/world/middleeast/jordan-elections-parliament-muslim-brotherhood.html,71248,100,text/html
https://www.nytimes.com/2017/02/16/movies/film-series-in-nyc-this-week.html,66000,105,text/html
https://www.nytimes.com/2017/01/06/podcasts/congress-under-trump-surreal-a-senator-says.html?rref=collection%2Fnewseventcollection%2FPresidential%20Election%202016,76000,107,text/html
https://www.nytimes.com/2017/02/16/movies/american-fable-review.html,70971,98,text/html
https://www.nytimes.com/by/declan-walsh,112580,123,text/html
https://www.nytimes.com/video/movies/100000004748467/trailer-20th-century-women.html,79353,45,text/html
http://www.nytimes.com/1992/11/01/opinion/foreign-affairs-george-bill-and-millie.html,47835,69,text/html
https://www.nytimes.com/2017/02/16/movies/fist-fight-review-ice-cube-charlie-day.html,76649,102,text/html
http://www.nytimes.com/2013/07/04/world/middleeast/egypt.html,93323,110,text/html
https://www.nytimes.com/2017/02/09/world/middleeast/widening-crackdown-egypt-shutters-group-that-treats-torture-victims.html,85491,116,text/html
https://www.nytimes.com/2017/02/16/movies/jordan-peele-interview-get-out.html,85889,108,text/html
https://www.nytimes.com/video/us/politics/100000004881605/family-conversations-on-trump.html?rref=collection%2Fnewseventcollection%2FPresidential%20Election%202016,231351,108,text/html
https://www.nytimes.com/2017/02/16/movies/keep-quiet-review.html,69691,96,text/html
https://www.nytimes.com/store/checkout/cart/,129959,154,text/html
https://www.nytimes.com/2017/02/07/world/middleeast/muslim-brotherhood-terrorism-trump.html,93281,119,text/html
https://www.nytimes.com/news-event/election-2016,114095,125,text/html
https://www.nytimes.com/2017/01/13/podcasts/obamas-last-battle-his-legacy.html?rref=collection%2Fnewseventcollection%2FPresidential%20Election%202016,75098,107,text/html
https://www.nytimes.com/2016/05/24/world/africa/tunisia-rachid-ghannouchi-ennahda.html,79590,107,text/html
https://www.nytimes.com/2014/08/12/world/middleeast/egypt-bars-entry-for-2-staff-members-of-human-rights-watch.html,72695,101,text/html
https://www.nytimes.com/2016/11/13/fashion/tinyletter-newsletters-the-new-blog.html,87330,119,text/html
https://www.nytimes.com/2016/12/10/fashion/harvard-scandal-alumni-embarrassment-shame.html,95376,147,text/html
https://www.nytimes.com/2017/02/17/sports/baseball/white-sox-michael-kopech-lucas-giolito.html,81538,107,text/html
https://www.nytimes.com/section/sports/baseball,131181,133,text/html
https://www.nytimes.com/store/collectibles/unique-clocks.html,155538,189,text/html
https://www.nytimes.com/store/photos/best-photography-for-sale/the-new-york-public-library.html,197430,252,text/html
https://www.nytimes.com/2017/01/03/us/oklahoma-paper-the-enid-news-eagle.html?rref=collection%2Fnewseventcollection%2FPresidential%20Election%202016,80102,111,text/html
https://www.nytimes.com/by/tyler-kepner,114943,124,text/html
https://www.nytimes.com/2016/12/30/podcasts/predictions-for-a-trump-presidency.html?rref=collection%2Fnewseventcollection%2FPresidential%20Election%202016,75605,106,text/html
https://www.nytimes.com/2017/02/18/sports/baseball/seattle-mariners-spring-training.html,89446,112,text/html
https://www.nytimes.com/2017/02/15/sports/olympics/rio-stadiums-summer-games.html?_r=0,97430,112,text/html
https://www.nytimes.com/2016/11/24/opinion/paint-your-nails-with-patriarchy.html?rref=collection%2Fcolumn%2FVanessa%20Barbara,79080,107,text/html
https://www.nytimes.com/2016/08/21/opinion/sunday/i-criticized-the-olympics-that-doesnt-make-me-a-traitor.html?rref=collection%2Fcolumn%2FVanessa%20Barbara,79890,109,text/html
https://www.nytimes.com/2016/11/18/world/americas/sergio-cabral-rio-governor-corruption.html,81738,113,text/html
https://www.nytimes.com/column/vanessa-barbara,100455,115,text/html
http://www.nytimes.com/books/00/06/25/reviews/000625.25talbott.html,20981,41,text/html
https://www.nytimes.com/2016/10/19/opinion/the-terrifying-impunity-of-brazils-riot-police.html?rref=collection%2Fcolumn%2FVanessa%20Barbara,79975,112,text/html
https://www.nytimes.com/2017/01/05/opinion/the-end-of-the-world-in-brazil-its-already-here.html?rref=collection%2Fcolumn%2FVanessa%20Barbara,82915,116,text/html
https://www.nytimes.com/column/future-tense,108246,123,text/html
https://www.nytimes.com/2016/07/03/opinion/sunday/brazils-olympic-catastrophe.html?rref=collection%2Fcolumn%2FVanessa%20Barbara,107635,123,text/html
https://www.nytimes.com/2016/10/09/fashion/awkward-sex-tv-shows.html,84254,114,text/html
https://www.nytimes.com/store/sale/sports.html,179469,215,text/html
https://www.nytimes.com/store/photos/best-photography-for-sale/national-archives.html,196161,252,text/html
https://www.nytimes.com/store/collectibles/antique-radios.html,165510,205,text/html
https://www.nytimes.com/2017/02/13/health/lower-back-pain-surgery-guidelines.html,84255,113,text/html
https://www.nytimes.com/store/collectibles/antique-books.html,149672,181,text/html
https://www.nytimes.com/2017/02/08/well/move/lessons-on-aging-well-from-a-105-year-old-cyclist.html,89452,113,text/html
https://www.nytimes.com/interactive/2016/12/06/well/move/well-yoga-for-everyone-guide-interactive.html,28435,25,text/html
https://www.nytimes.com/2017/02/10/fashion/ermenegildo-zegna-alessandro-sartori-robert-de-niro.html,80991,113,text/html
https://www.nytimes.com/2017/02/13/well/family/teenagers-depression.html,88102,112,text/html
https://www.nytimes.com/store/photos/new-york-city.html,203429,255,text/html
http://www.nytimes.com/2002/10/23/nyregion/trump-draws-criticism-for-ad-he-ran-after-jogger-attack.html,71224,90,text/html
https://www.nytimes.com/store/gifts/housewarming-gift-ideas.html,195795,252,text/html
https://www.nytimes.com/store/photos/best-selling-photography.html,195389,251,text/html
https://www.nytimes.com/2017/02/03/fashion/mens-style/general-idea-bumsuk-choi-seoul-new-york-fashion-week-mens.html,85030,118,text/html
https://www.nytimes.com/2016/12/05/us/politics/ben-carson-housing-urban-development-trump.html,91864,124,text/html
https://www.nytimes.com/2017/02/16/fashion/advice-parents-family-phone-bill-sleepovers-sudoku-strangers.html,83836,117,text/html
https://www.nytimes.com/2017/02/03/opinion/donald-the-menace.html?rref=collection%2Fcolumn%2FPaul%20Krugman,78363,117,text/html
https://www.nytimes.com/spotlight/red-carpet-awards-fashion-photos,139486,144,text/html
https://www.nytimes.com/2017/02/10/opinion/when-the-fire-comes.html?rref=collection%2Fcolumn%2FPaul%20Krugman,77220,115,text/html
https://www.nytimes.com/2017/02/17/fashion/waldorf-astoria-viennese-opera-ball-human-rights-campaign-meryl-streep.html,455223,115,text/html
https://www.nytimes.com/column/paul-krugman,105838,125,text/html
https://www.nytimes.com/2017/02/17/opinion/the-silence-of-the-hacks.html?rref=collection%2Fcolumn%2FPaul%20Krugman,78433,115,text/html
https://www.nytimes.com/store/gifts/wedding-gifts/for-the-groom.html,194753,250,text/html
https://www.nytimes.com/2017/02/06/opinion/springtime-for-scammers.html?rref=collection%2Fcolumn%2FPaul%20Krugman,77607,121,text/html
https://www.nytimes.com/2017/02/16/fashion/new-york-fashion-week-kaia-gerber-cindy-crawford-vfiles-crew-marc-jacobs.html,256683,111,text/html
https://www.nytimes.com/store/photos/best-photography-for-sale.html,131636,162,text/html
https://www.nytimes.com/2017/02/18/style/melania-trump-first-lady-white-house-washington-louisa-adams-pat-nixon-bess-truman-jackie-kennedy.html,90062,128,text/html
https://www.nytimes.com/2017/02/13/opinion/ignorance-is-strength.html?rref=collection%2Fcolumn%2FPaul%20Krugman,78357,118,text/html
https://www.nytimes.com/2017/02/15/fashion/mens-style/saks-mens-fashion-brookfield-place.html,76977,110,text/html
https://www.nytimes.com/by/paul-krugman,111896,122,text/html
https://www.nytimes.com/2017/02/09/fashion/raf-simons-calvin-klein-new-york-fashion-week.html,106128,137,text/html
http://www.nytimes.com/1995/10/02/nyregion/terror-conspiracy-overview-sheik-9-followers-guilty-conspiracy-terrorism.html,49827,65,text/html
https://www.nytimes.com/2017/02/20/fashion/watches-rolex-dubai-watch-club.html,79537,109,text/html
https://www.nytimes.com/2017/02/19/world/middleeast/iraq-starts-offensive-to-retake-western-mosul-from-isis.html?_r=0&rref=collection%2Fsectioncollection%2Fmiddleeast,85963,115,text/html
http://www.nytimes.com/2013/11/21/health/condom-contest-produces-812-ideas-for-improvement.html,72356,99,text/html
https://www.nytimes.com/2017/02/16/fashion/off-the-runway-new-york-fashion-week-day-8-thom-browne-alexander-wang-delpozo-gypsy-sport.html,390004,112,text/html
https://www.nytimes.com/column/magazine-eat,106573,123,text/html
https://www.nytimes.com/2017/02/20/fashion/watches-women-united-arab-emirates.html,82037,109,text/html
https://www.nytimes.com/by/tejal-rao,110661,124,text/html
https://www.nytimes.com/by/helene-cooper,116369,124,text/html
https://www.nytimes.com/2017/01/26/magazine/an-elevated-chicken-and-rice-family-meal.html?rref=collection%2Fcolumn%2FEat,84300,108,text/html
https://www.nytimes.com/2017/02/14/world/middleeast/isis-battle-for-mosul.html,91740,110,text/html
https://www.nytimes.com/2017/02/19/fashion/london-fashion-week-j-w-anderson-simone-rocha.html,657393,120,text/html
https://www.nytimes.com/2017/02/02/magazine/the-stir-fried-tomatoes-and-eggs-my-chinese-mother-made.html?rref=collection%2Fcolumn%2FEat,76686,101,text/html
https://www.nytimes.com/2017/01/29/us/politics/donald-trump-immigration-order-iraq.html,93149,122,text/html
https://www.nytimes.com/2017/02/09/magazine/table-for-two-no-waiting.html?rref=collection%2Fcolumn%2FEat,76933,104,text/html
https://www.nytimes.com/2017/01/12/magazine/why-clam-chowder-pizza-is-the-best-kind.html?rref=collection%2Fcolumn%2FEat,75102,103,text/html
https://www.nytimes.com/video/us/politics/100000004886212/watch-live-trump-at-the-cia.html,231189,110,text/html
https://www.nytimes.com/2017/01/19/magazine/a-grandmothers-secret-turmeric-prescription.html?rref=collection%2Fcolumn%2FEat,79014,106,text/html
https://www.nytimes.com/2017/01/27/world/middleeast/muslims-trump-visa-restrictions-.html,91283,120,text/html
https://www.nytimes.com/column/scene-city,111317,122,text/html
https://www.nytimes.com/by/choe-sang-hun,114056,124,text/html
https://www.nytimes.com/2017/02/20/fashion/watches-parmigiani-fleurier.html,68552,105,text/html
https://www.nytimes.com/2017/02/03/world/asia/travel-ban-drives-wedge-between-iraqi-soldiers-and-americans.html,86561,107,text/html
https://www.nytimes.com/spotlight/watches,122679,135,text/html
https://www.nytimes.com/2017/02/15/world/asia/kim-jong-nam-assassination-north-korea.html,96950,116,text/html
https://www.nytimes.com/store/gifts/birthday-gift-ideas.html,195006,250,text/html
https://www.nytimes.com/2017/02/15/fashion/zac-posen-moncler-baja-east-parties-new-york-fashion-week.html,261954,111,text/html
https://www.nytimes.com/2017/02/06/opinion/rethinking-our-patriotism.html?rref=collection%2Fcolumn%2FThe%20Stone,82167,110,text/html
https://www.nytimes.com/2017/02/20/fashion/watches-vacheron-constantin-hodinkee.html,67783,103,text/html
https://www.nytimes.com/2017/02/15/world/asia/north-korea-executions-kim-jong-un.html,82546,120,text/html
https://www.nytimes.com/store/art/paintings-prints/masterpieces.html,194939,250,text/html
https://www.nytimes.com/2017/02/13/opinion/unraveling-love-stories.html?rref=collection%2Fcolumn%2FThe%20Stone,80509,109,text/html
https://www.nytimes.com/store/media/wysiwyg/icon_google.png,0,0,image/png
https://www.nytimes.com/2017/02/20/fashion/backes-and-strauss-diamond-watches.html,68556,105,text/html
https://www.nytimes.com/2017/01/26/opinion/the-intellectual-life-of-violence.html?rref=collection%2Fcolumn%2FThe%20Stone,87563,109,text/html
https://www.nytimes.com/2017/02/17/world/asia/north-korea-malaysia-assassination-kim-jong-un-brother.html,77784,109,text/html
https://www.nytimes.com/2017/02/20/style/watches-patek-philippe-selling.html,90325,113,text/html
https://www.nytimes.com/column/the-stone,106769,123,text/html
https://www.nytimes.com/2017/02/17/fashion/new-york-fashion-week-street-style-best-of.html,337916,105,text/html
https://www.nytimes.com/2017/02/14/world/asia/kim-jong-un-brother-killed-malaysia.html,88842,116,text/html
https://www.nytimes.com/store/photos/sports.html,193185,254,text/html
https://www.nytimes.com/2017/02/17/fashion/instyle-laura-brown-new-york-fashion-week.html,92858,126,text/html
https://www.nytimes.com/2017/02/09/opinion/its-black-history-month-look-in-the-mirror.html?rref=collection%2Fcolumn%2FThe%20Stone,83988,109,text/html
https://www.nytimes.com/2017/02/12/fashion/grammys-red-carpet-2017-fashion.html,617266,96,text/html
https://www.nytimes.com/store/faq/,129666,159,text/html
https://www.nytimes.com/2017/01/11/us/politics/donald-trump-russia-intelligence.html,98886,124,text/html
https://www.nytimes.com/2017/01/29/opinion/can-we-live-with-contradiction.html?rref=collection%2Fcolumn%2FThe%20Stone,83820,108,text/html
https://www.nytimes.com/section/fashion/weddings,162685,175,text/html
https://www.nytimes.com/2017/01/09/fashion/neck-chest-skin-care-solutions.html?rref=collection%2Fcolumn%2FSkin%20Deep,92136,126,text/html
https://www.nytimes.com/store/books/president-history-books-and-presidential-biographies.html,169409,219,text/html
https://www.nytimes.com/2017/02/20/fashion/watches-dewitt.html,83383,104,text/html
https://www.nytimes.com/2017/02/03/world/europe/ukraine-russia-conflict-avdiivka.html,101372,98,text/html
https://www.nytimes.com/2017/01/30/fashion/drew-barrymore-makeup-beauty-regimen-santa-clarita-diet-netflix.html?rref=collection%2Fcolumn%2FSkin%20Deep,150028,130,text/html
https://www.nytimes.com/2017/01/30/fashion/drew-barrymore-makeup-beauty-regimen-santa-clarita-diet-netflix.html,150028,129,text/html
https://www.nytimes.com/section/fashion/mens-style,134123,140,text/html
https://www.nytimes.com/store/art/most-popular-art.html,197770,252,text/html
http://www.nytimes.com/2007/12/17/nyregion/17trump.html,81500,94,text/html
https://www.nytimes.com/2017/01/02/fashion/stacey-griffith-soulcycle-beauty-fitness-regimen.html,186705,139,text/html
https://www.nytimes.com/2017/02/15/fashion/the-liveliest-parties-of-new-york-fashion-week.html,1126940,126,text/html
https://www.nytimes.com/store/collectibles/rare-coins-notes.html,176387,217,text/html
https://www.nytimes.com/2016/12/28/fashion/nude-skin-color-makeup-multicultural.html,83756,123,text/html
https://www.nytimes.com/store/art/posters/architecture-posters.html,156477,193,text/html
https://www.nytimes.com/2017/02/10/world/europe/as-fighting-escalates-in-ukraine-attention-focuses-on-donald-trump.html,76616,102,text/html
https://www.nytimes.com/2017/02/14/fashion/beauty-trends-power-woman-new-york-fashion-week-alexander-wang.html?rref=collection%2Fcolumn%2FSkin%20Deep,177501,113,text/html
https://www.nytimes.com/column/skin-deep,107284,122,text/html
https://www.nytimes.com/2017/02/14/fashion/purple-magazine-philipp-plein-opening-ceremony-founder-party-new-york-fashion-week.html,244903,113,text/html
https://www.nytimes.com/store/gifts/wedding-gifts/vintage-silver.html,141181,169,text/html
https://www.nytimes.com/by/scott-shane,122837,124,text/html
https://www.nytimes.com/2017/01/10/fashion/hair-washing-no-shampoo-movement-backlash.html?rref=collection%2Fcolumn%2FSkin%20Deep,84792,118,text/html
https://www.nytimes.com/2016/11/30/fashion/instagram-makeup-paid-selfies-beauty.html,95018,126,text/html
https://www.nytimes.com/2017/02/17/style/modern-love-animal-shelter-dogs-adoptions-matchmaker.html,94281,124,text/html
https://www.nytimes.com/2017/01/02/fashion/stacey-griffith-soulcycle-beauty-fitness-regimen.html?rref=collection%2Fcolumn%2FSkin%20Deep,186705,140,text/html
https://www.nytimes.com/2017/01/09/fashion/neck-chest-skin-care-solutions.html,92136,125,text/html
https://www.nytimes.com/2014/10/26/magazine/can-video-games-fend-off-mental-decline.html,104789,104,text/html
https://www.nytimes.com/2017/02/17/fashion/native-american-indian-new-york-fashion-week.html,78444,112,text/html
https://www.nytimes.com/by/megan-twohey,113695,125,text/html
https://www.nytimes.com/store/art/paintings-prints/botanical-prints.html,167131,207,text/html
https://www.nytimes.com/2017/01/05/business/department-stores-macys-sears.html,85689,108,text/html
https://www.nytimes.com/2017/02/19/world/europe/russia-east-ukraine-separatists.html,81030,108,text/html
